Sentence,Sentiment,cleaned_text,encoded_sentiment,stematized_text,lemmatized_text
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,positive,about elcoteq elcoteq se is a leading electronics manufacturing services  ems  company in the communications technology field ,1,about elcoteq elcoteq se is a lead electron manufactur servic em compani in the commun technolog field,about elcoteq elcoteq se is a leading electronics manufacturing service em company in the communication technology field
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive,lead production  in turn  should increase to  tonnes through  in what would be a twofold increase from current capacity levels  zahariev said ,1,lead product in turn should increas to tonn through in what would be a twofold increas from current capac level zahariev said,lead production in turn should increase to tonne through in what would be a twofold increase from current capacity level zahariev said
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems ,0,aspocomp ha a larg factori in china and a factori build project in india that wa halt due to financ problem,aspocomp ha a large factory in china and a factory building project in india that wa halted due to financing problem
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,tsla on fire what is that  up days in a row someone neeeeds in,1,tsla on fire what is that up day in a row someon neeeed in,tsla on fire what is that up day in a row someone neeeeds in
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,octoberdecember sales were  mln eur  or a  pct increase year on year ,1,octoberdecemb sale were mln eur or a pct increas year on year,octoberdecember sale were mln eur or a pct increase year on year
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,update bhp billitons credit ratings fragile in fy agencies warn,0,updat bhp billiton credit rate fragil in fy agenc warn,update bhp billitons credit rating fragile in fy agency warn
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,operating profit rose to eur  mn from eur  mn in  ,1,oper profit rose to eur mn from eur mn in,operating profit rose to eur mn from eur mn in
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,operating profit totalled eur  mn  down from eur  mn the year before ,0,oper profit total eur mn down from eur mn the year befor,operating profit totalled eur mn down from eur mn the year before
Arm slammed by handset sales outlook,negative,arm slammed by handset sales outlook,0,arm slam by handset sale outlook,arm slammed by handset sale outlook
"Britain's FTSE gains, Land Securities up after dividend hike",positive,britains ftse gains land securities up after dividend hike,1,britain ftse gain land secur up after dividend hike,britain ftse gain land security up after dividend hike
Builder Persimmon hails 6% rise in house sales,positive,builder persimmon hails  rise in house sales,1,builder persimmon hail rise in hous sale,builder persimmon hail rise in house sale
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,negative,nihd insiders got this one wrong looking for bottom rsi under ,0,nihd insid got thi one wrong look for bottom rsi under,nihd insider got this one wrong looking for bottom rsi under
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",negative,potential defect with thirdrow seat belts tesla motors recalls  model x suvs tsla httpstcoyvydncdndi,0,potenti defect with thirdrow seat belt tesla motor recal model x suv tsla httpstcoyvydncdndi,potential defect with thirdrow seat belt tesla motor recall model x suv tsla httpstcoyvydncdndi
France raises concerns over proposed LSE-Deutsche Boerse deal,negative,france raises concerns over proposed lsedeutsche boerse deal,0,franc rais concern over propos lsedeutsch boers deal,france raise concern over proposed lsedeutsche boerse deal
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,according to karhinen  oppohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself ,1,accord to karhinen oppohjola is an excit enterpris becaus the cooper will bring huge opportun for custom and the compani itself,according to karhinen oppohjola is an exciting enterprise because the cooperation will bring huge opportunity for customer and the company itself
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",positive,uk stocks resume gains to rally to record crh tullow climb,1,uk stock resum gain to ralli to record crh tullow climb,uk stock resume gain to rally to record crh tullow climb
$FIO won't stay down,positive,fio wont stay down,1,fio wont stay down,fio wont stay down
The court found TelecomInvest 's arguments convincing .,positive,the court found telecominvest s arguments convincing ,1,the court found telecominvest s argument convinc,the court found telecominvest s argument convincing
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,operating profit totaled eur  mn  down from eur  mn in  ,0,oper profit total eur mn down from eur mn in,operating profit totaled eur mn down from eur mn in
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,earnings per share eps in  decreased to eur  from eur  in  ,0,earn per share ep in decreas to eur from eur in,earnings per share eps in decreased to eur from eur in
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,md henning bahr of stockmann gruppen praises the trend  since the chains become stronger and their decisionmaking processes more clear ,1,md hen bahr of stockmann gruppen prais the trend sinc the chain becom stronger and their decisionmak process more clear,md henning bahr of stockmann gruppen praise the trend since the chain become stronger and their decisionmaking process more clear
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some     ,1,the invest and oper chang enabl addit optimis of the work hour and therebi further cost save of some,the investment and operational change enable additional optimisation of the working hour and thereby further cost saving of some
CompaniesHome Retail trims gains but is considered 'in play',positive,companieshome retail trims gains but is considered in play,1,companieshom retail trim gain but is consid in play,companieshome retail trim gain but is considered in play
